Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
1541,Customer Support,47,69817,6,35.4,88.6,No
1542,Finance,35,95282,10,34.9,84.6,Yes
1543,Engineering,48,123808,6,26.2,83.4,Yes
1544,Operations,52,68306,12,46.3,89.4,Yes
1545,Finance,28,67968,12,46.2,95.4,Yes
1546,Human Resources,29,61021,6,38.0,72.4,No
1547,Sales,36,70150,12,42.2,100.0,Yes
1548,Operations,41,67808,9,43.3,79.7,Yes
1549,Marketing,32,84321,4,52.2,59.3,No
1550,Operations,51,80419,7,39.8,89.4,Yes
1551,Marketing,42,70565,14,35.6,100.0,Yes
1552,IT,38,79715,7,43.4,78.2,No
1553,Finance,23,72338,9,45.6,55.5,No
1554,Finance,24,56161,11,44.5,100.0,Yes
1555,IT,40,90994,6,41.3,98.1,Yes
1556,Human Resources,22,49139,1,38.7,62.8,No
1557,Sales,48,111840,14,39.0,98.7,Yes
1558,Sales,36,87130,14,52.4,94.7,Yes
1559,Operations,65,84824,6,51.7,60.5,No
1560,Finance,61,139211,4,41.0,99.4,No
1561,Operations,36,63034,12,49.6,66.5,No
1562,Engineering,36,75273,5,43.4,81.1,Yes
1563,Sales,47,90015,10,37.9,89.3,No
1564,Sales,55,124003,13,38.3,90.8,Yes
1565,Human Resources,22,47959,6,43.0,65.0,Yes
1566,Finance,22,67726,5,48.1,82.4,Yes
1567,Human Resources,31,68382,9,41.4,100.0,Yes
1568,Marketing,43,63059,9,42.0,82.4,Yes
1569,IT,42,78455,12,37.5,84.2,Yes
1570,Engineering,48,82732,3,37.5,48.2,No
1571,Marketing,26,65043,5,44.1,84.4,Yes
1572,Operations,22,53298,11,44.2,99.4,Yes
1573,Human Resources,46,84228,4,39.5,55.4,No
1574,Finance,29,79501,5,48.0,81.1,Yes
1575,IT,22,65944,10,47.8,95.6,Yes
1576,Customer Support,39,58665,8,40.3,47.1,No
1577,Sales,45,91589,8,41.3,58.4,No
1578,Customer Support,36,42032,10,38.2,74.8,No
1579,Marketing,33,97473,11,39.3,90.5,Yes
1580,Engineering,36,99605,6,41.4,100.0,Yes
1581,Marketing,34,72617,7,36.2,49.4,No
1582,Customer Support,24,50135,17,43.0,96.6,Yes
1583,Marketing,30,73023,7,39.1,82.0,Yes
1584,Engineering,43,100045,2,48.4,68.3,No
1585,Finance,41,83560,6,42.5,75.0,No
1586,Engineering,39,105286,4,40.1,90.2,Yes
1587,Sales,28,73626,5,42.3,74.3,Yes
1588,Sales,36,69578,7,42.4,100.0,Yes
1589,Sales,22,75682,8,45.9,94.7,Yes
1590,Engineering,39,100850,10,41.8,100.0,Yes
1591,Sales,52,109172,7,48.2,81.8,Yes
1592,Finance,23,83285,11,39.9,60.8,Yes
1593,Engineering,32,87084,9,42.9,95.8,Yes
1594,Engineering,41,104125,5,46.8,73.7,No
1595,IT,50,121122,2,46.5,89.5,Yes
1596,Marketing,33,61765,5,38.1,82.4,Yes
1597,Operations,31,61494,11,42.6,80.4,No
1598,Engineering,22,74170,8,39.5,79.8,Yes
1599,Engineering,39,82746,8,38.5,89.6,Yes
1600,Sales,58,142311,9,47.7,100.0,Yes
1601,Engineering,40,77312,6,37.5,82.1,Yes
1602,Engineering,37,75535,8,50.6,76.8,No
1603,Engineering,41,118995,5,42.9,100.0,Yes
1604,Sales,37,89001,10,44.3,85.2,Yes
1605,Sales,29,59904,8,53.1,82.3,Yes
1606,Marketing,46,91215,5,35.7,63.2,No
1607,Engineering,40,119577,9,38.9,76.2,Yes
1608,Human Resources,38,60922,7,35.0,97.5,Yes
1609,Marketing,28,88670,15,40.9,100.0,Yes
1610,Operations,51,60052,14,41.4,84.5,Yes
1611,Sales,44,98041,6,39.8,79.1,Yes
1612,Operations,32,72848,5,39.3,73.2,No
1613,Finance,48,114957,9,44.3,100.0,Yes
1614,Sales,33,73282,10,47.5,94.3,Yes
1615,IT,30,77471,10,35.5,100.0,Yes
1616,Customer Support,30,54397,15,37.2,83.9,Yes
1617,Sales,22,70035,5,43.3,66.7,No
1618,Engineering,42,109909,10,39.4,77.6,No
1619,IT,22,81151,12,47.4,91.4,Yes
1620,Operations,25,46594,12,43.8,73.0,Yes
1621,Engineering,22,70312,5,42.7,77.5,Yes
1622,Engineering,37,80573,7,44.7,95.5,Yes
1623,Human Resources,36,55959,5,40.3,64.0,No
1624,Marketing,34,81120,6,40.9,84.7,Yes
1625,Finance,27,75300,5,46.3,85.0,Yes
1626,Human Resources,26,70107,5,37.7,66.9,No
1627,Marketing,42,81497,12,39.2,77.4,No
1628,Operations,32,62555,9,40.0,69.3,No
1629,Sales,41,86557,12,50.7,100.0,Yes
1630,Engineering,29,74697,9,44.2,92.9,Yes
1631,Operations,39,68401,11,44.9,98.9,Yes
1632,IT,51,127848,12,47.2,53.8,No
1633,Marketing,43,81672,6,36.1,76.1,No
1634,Marketing,33,61051,9,40.7,53.2,No
1635,Sales,40,72343,5,39.1,94.1,Yes
1636,Marketing,35,66671,7,35.4,84.1,Yes
1637,Marketing,38,75628,7,45.5,88.4,Yes
1638,Engineering,34,105641,4,48.8,69.0,No
1639,Engineering,36,73820,9,40.3,95.0,Yes
1640,Human Resources,40,59977,3,38.4,69.3,No
1641,Sales,28,71106,14,43.2,94.2,Yes
1642,Engineering,27,57850,6,48.7,76.5,Yes
1643,Engineering,24,66146,9,39.7,83.9,Yes
1644,Engineering,22,65375,0,48.7,77.4,No
1645,Sales,25,58119,9,45.2,87.4,No
1646,IT,39,95831,8,39.1,100.0,Yes
1647,Finance,29,74852,5,44.1,74.9,No
1648,Operations,43,66919,11,51.6,94.5,Yes
1649,Operations,38,72365,6,44.7,64.2,No
1650,Marketing,22,71983,10,40.2,80.2,Yes
1651,Sales,44,110634,5,47.1,54.2,No
1652,Marketing,46,59488,12,40.1,95.9,Yes
1653,Finance,28,81926,7,38.5,77.9,Yes
1654,Operations,42,70077,13,43.7,74.6,No
1655,Marketing,29,66410,8,44.5,88.8,Yes
1656,Sales,38,76725,7,46.8,56.0,No
1657,Engineering,25,78358,13,36.8,100.0,Yes
1658,Human Resources,22,47862,8,43.2,82.5,Yes
1659,Finance,34,75974,3,45.0,77.2,No
1660,Finance,36,74263,6,43.5,70.1,Yes
1661,Human Resources,34,53723,4,44.3,53.9,No
1662,Customer Support,26,49272,8,41.7,70.4,No
1663,Finance,34,90675,7,46.5,76.5,No
1664,Engineering,40,110544,3,35.0,83.2,Yes
1665,Sales,37,74440,9,47.6,71.0,Yes
1666,Engineering,39,100712,4,40.8,59.6,No
1667,Engineering,31,97729,10,43.3,100.0,Yes
1668,Engineering,49,129937,8,38.3,85.1,Yes
1669,Engineering,26,77708,7,45.7,88.1,Yes
1670,Engineering,42,97459,4,46.3,83.0,No
1671,Engineering,49,113770,2,41.6,57.9,No
1672,IT,42,80437,8,34.2,81.3,Yes
1673,Sales,35,75734,7,47.1,96.0,Yes
1674,Marketing,32,75817,6,41.8,98.1,Yes
1675,Human Resources,48,76959,3,32.3,56.2,No
1676,Customer Support,23,43223,10,38.0,95.7,Yes
1677,Sales,28,71872,5,48.3,66.5,Yes
1678,Human Resources,34,50475,5,31.0,76.6,No
1679,Customer Support,50,75175,5,38.2,99.1,Yes
1680,IT,41,94731,2,41.9,80.5,No
1681,IT,28,75058,7,41.9,100.0,Yes
1682,Engineering,34,84738,4,41.1,96.1,Yes
1683,Engineering,31,84594,3,42.6,76.8,Yes
1684,Operations,30,55969,14,43.2,98.8,Yes
1685,Customer Support,47,71911,8,36.9,64.0,Yes
1686,Finance,24,66037,5,44.9,86.7,Yes
1687,Finance,54,135292,9,53.2,85.1,Yes
1688,Engineering,46,129784,10,41.8,89.5,Yes
1689,Operations,48,67568,3,41.2,69.6,No
1690,Engineering,33,89122,2,41.5,75.0,No
1691,Engineering,36,83381,8,41.6,69.2,No
1692,Human Resources,23,45362,5,37.4,100.0,Yes
1693,Marketing,32,88684,9,38.3,68.9,No
1694,Engineering,42,96149,1,38.6,85.0,Yes
1695,Sales,50,101187,5,42.7,73.9,Yes
1696,Finance,26,78711,4,43.3,71.6,No
1697,Engineering,34,76151,8,41.6,79.9,No
1698,Finance,36,74794,12,47.5,55.4,No
1699,Engineering,24,61923,7,33.8,79.3,Yes
1700,Marketing,43,69628,6,40.3,75.4,Yes
1701,Marketing,30,37784,9,38.7,86.6,Yes
1702,Sales,36,85669,12,40.1,87.4,Yes
1703,Engineering,33,115376,10,38.7,89.7,Yes
1704,Sales,30,73596,12,37.7,72.3,Yes
1705,Sales,37,63319,17,44.4,84.9,Yes
1706,Customer Support,35,49922,14,38.0,79.7,Yes
1707,Engineering,34,83432,7,36.4,66.2,No
1708,IT,30,68636,8,40.8,85.8,Yes
1709,Engineering,41,112225,7,42.3,72.7,No
1710,Operations,54,94209,7,40.3,69.3,No
1711,Operations,39,57041,5,44.4,65.1,Yes
1712,Finance,47,110987,2,43.2,65.8,No
1713,Marketing,24,73003,6,40.2,64.6,No
1714,Human Resources,39,79822,6,43.1,57.7,No
1715,Engineering,27,114096,10,46.2,84.0,Yes
1716,Customer Support,23,38954,16,42.4,87.0,Yes
1717,IT,30,115314,5,37.5,74.7,Yes
1718,Customer Support,49,63582,12,37.2,81.4,Yes
1719,Sales,47,84188,11,37.1,74.2,No
1720,Operations,40,73434,9,46.7,70.3,No
1721,Customer Support,22,40340,9,41.4,85.0,Yes
1722,Engineering,36,97930,3,46.4,76.2,Yes
1723,Sales,41,68329,9,52.4,72.0,No
1724,Operations,39,66528,12,48.3,87.8,Yes
1725,Finance,22,80635,10,45.1,97.6,Yes
1726,IT,29,78968,6,41.4,71.7,Yes
1727,Sales,37,82107,8,55.4,73.8,Yes
1728,Operations,43,78204,11,45.1,100.0,Yes
1729,Engineering,22,85583,3,51.6,63.5,No
1730,Engineering,36,69458,5,39.3,82.5,Yes
1731,Engineering,39,105069,0,40.8,67.4,No
1732,IT,46,98473,7,44.0,75.9,No
1733,Operations,44,75849,10,32.0,62.6,No
1734,Marketing,43,93067,2,40.0,72.5,Yes
1735,Human Resources,30,44327,8,44.8,78.3,Yes
1736,IT,22,59536,4,39.5,81.6,Yes
1737,Human Resources,34,40877,6,40.0,81.6,No
1738,IT,48,96626,8,34.7,95.5,Yes
1739,Marketing,51,106881,7,39.4,80.0,Yes
1740,Human Resources,45,66279,6,36.7,92.6,No
1741,Marketing,42,63279,7,44.0,98.4,Yes
1742,Engineering,41,92158,7,45.2,64.3,No
1743,Operations,32,48162,5,40.8,46.4,No
1744,Marketing,36,60346,5,37.2,47.3,No
1745,Engineering,54,124458,6,48.2,82.4,Yes
1746,IT,28,64512,9,35.7,90.3,Yes
1747,Human Resources,54,88217,2,43.1,72.7,No
1748,Marketing,34,69648,10,41.2,93.5,Yes
1749,IT,51,110753,7,45.5,84.5,Yes
1750,Finance,23,66023,6,43.8,61.1,No
1751,Sales,43,97755,9,42.9,71.1,Yes
1752,Customer Support,30,56991,10,33.3,88.6,No
1753,Finance,23,72362,6,38.4,62.7,No
1754,Engineering,40,106302,5,37.0,63.8,No
1755,Sales,48,90622,7,44.5,72.2,Yes
1756,Operations,29,63798,7,47.2,79.7,Yes
1757,Finance,23,65408,8,39.3,71.9,No
1758,Marketing,37,73724,5,36.9,76.2,No
1759,IT,37,86723,10,41.7,100.0,Yes
1760,Operations,43,67993,10,49.6,76.1,No
1761,Engineering,47,96657,11,45.1,82.5,Yes
1762,Engineering,37,100380,11,41.6,89.5,Yes
1763,Engineering,56,144069,10,37.9,97.9,Yes
1764,Operations,40,82296,10,44.2,100.0,Yes
1765,Sales,34,62324,15,48.5,100.0,Yes
1766,Finance,22,80672,4,45.3,79.8,No
1767,Operations,35,61897,11,45.0,64.1,No
1768,IT,34,94185,6,45.4,70.1,No
1769,Engineering,47,93146,8,48.0,71.4,Yes
1770,IT,42,99270,3,44.3,87.3,Yes
1771,Sales,26,70362,17,37.0,91.4,Yes
1772,IT,39,72406,16,44.9,93.6,Yes
1773,Sales,44,96902,7,44.4,52.9,No
1774,Human Resources,53,89781,4,40.5,57.7,No
1775,Operations,46,74009,9,43.0,85.7,No
1776,Sales,45,108362,6,42.3,83.0,Yes
1777,Engineering,38,92491,8,32.5,71.6,Yes
1778,Operations,41,80048,4,45.2,65.0,No
1779,Operations,50,53377,11,38.8,70.1,Yes
1780,Finance,24,95669,7,45.1,81.6,No
1781,Operations,34,78356,7,42.4,82.2,No
1782,Marketing,30,63182,8,45.5,96.6,Yes
1783,Engineering,41,69996,5,49.0,85.1,Yes
1784,Engineering,50,116838,4,41.5,36.1,No
1785,Engineering,32,68000,2,39.9,78.8,No
1786,IT,22,74884,8,38.1,79.5,No
1787,Finance,33,86956,12,44.8,100.0,Yes
1788,Human Resources,47,59514,7,37.7,94.2,Yes
1789,Marketing,43,93802,9,40.9,85.8,No
1790,Customer Support,42,68595,7,34.3,84.7,Yes
1791,Engineering,35,104319,6,42.2,91.8,Yes
1792,Finance,25,71594,6,49.7,84.5,Yes
1793,Marketing,43,63250,12,38.1,75.3,Yes
1794,Finance,29,87950,4,43.1,90.6,Yes
1795,Sales,59,102468,6,47.0,99.3,No
1796,IT,43,78005,7,46.3,70.5,Yes
1797,Customer Support,32,63387,13,42.6,93.5,Yes
1798,Finance,31,104272,7,45.9,92.2,Yes
1799,Operations,37,66585,7,45.6,69.6,No
1800,Customer Support,35,73143,10,49.5,65.9,No
1801,Operations,49,80082,5,46.8,59.1,No
1802,Engineering,39,91087,11,43.2,94.6,No
1803,Finance,30,70623,9,47.8,63.5,No
1804,Finance,56,139253,8,45.3,85.3,No
1805,Human Resources,38,54038,7,50.2,87.1,Yes
1806,Operations,45,83271,5,41.8,60.6,No
1807,Customer Support,31,47501,8,37.8,66.8,No
1808,Customer Support,41,56183,10,32.7,83.8,No
1809,Marketing,41,90169,6,40.6,82.6,No
1810,Sales,22,58842,8,40.3,92.7,Yes
1811,Customer Support,58,70258,4,38.5,100.0,Yes
1812,IT,50,126351,4,38.2,73.6,Yes
1813,Sales,34,95202,8,48.2,91.1,Yes
1814,Customer Support,26,52203,16,36.0,93.0,Yes
1815,IT,41,86436,1,43.8,89.9,Yes
1816,Marketing,38,69070,7,40.2,77.9,Yes
1817,Finance,41,93406,5,47.8,86.9,No
1818,Human Resources,39,65089,8,39.6,72.7,Yes
1819,Sales,43,74619,10,43.3,75.4,Yes
1820,Engineering,52,127250,0,34.7,72.2,No
1821,IT,43,99814,6,35.6,61.6,No
1822,Sales,27,50796,8,48.0,58.4,No
1823,Engineering,51,97598,10,36.9,100.0,Yes
1824,Human Resources,54,69883,5,43.8,70.5,No
1825,Marketing,65,103357,6,39.3,72.9,No
1826,IT,26,97024,10,40.9,76.0,Yes
1827,Engineering,40,101501,5,44.3,100.0,Yes
1828,Engineering,22,63618,5,46.3,100.0,Yes
1829,Operations,43,75415,15,38.2,88.2,Yes
1830,Marketing,32,64598,4,35.5,70.5,No
1831,Engineering,57,127733,10,41.0,85.0,No
1832,Marketing,30,71747,14,45.8,100.0,Yes
1833,Sales,22,73718,8,45.1,100.0,Yes
1834,Engineering,33,87878,3,46.6,64.8,No
1835,Marketing,22,71262,4,34.4,41.9,No
1836,Human Resources,45,76693,6,37.7,85.2,No
1837,IT,22,62750,2,41.3,58.6,No
1838,Human Resources,38,81486,8,35.7,79.9,No
1839,Finance,22,70915,4,38.4,70.3,Yes
1840,Finance,34,72777,9,39.8,100.0,Yes
1841,Sales,54,125792,2,43.5,77.1,Yes
1842,Operations,41,93128,9,39.4,79.9,Yes
1843,Engineering,29,82190,8,46.9,93.2,Yes
1844,Customer Support,37,52647,10,38.8,75.7,Yes
1845,Sales,38,79490,11,46.3,100.0,Yes
1846,Human Resources,42,71747,2,41.1,64.7,Yes
1847,Sales,24,77220,9,51.3,69.8,Yes
1848,Customer Support,43,67359,8,46.1,71.1,Yes
1849,Marketing,22,58072,5,39.9,77.5,No
1850,Finance,31,97118,13,45.1,87.3,Yes
1851,Sales,33,72052,12,43.8,89.0,Yes
1852,Operations,44,85443,15,47.5,100.0,Yes
1853,Engineering,38,91086,4,47.7,89.4,Yes
1854,IT,23,76175,7,41.0,79.0,Yes
1855,Engineering,28,79816,1,45.8,83.3,Yes
1856,Engineering,39,95790,6,40.7,61.4,No
1857,Sales,37,75848,5,49.6,57.6,No
1858,Marketing,32,81957,8,37.4,69.3,No
1859,Finance,33,72896,9,38.7,86.4,No
1860,Sales,44,78940,5,47.4,87.3,Yes
1861,Operations,32,81725,8,48.6,50.8,No
1862,Marketing,37,84510,9,43.6,88.1,Yes
1863,Marketing,59,62874,7,45.2,78.1,No
1864,Marketing,23,53356,7,37.6,81.1,Yes
1865,Human Resources,22,34079,2,39.7,86.1,No
1866,Finance,45,83596,7,36.7,100.0,Yes
1867,Engineering,31,45195,8,37.2,68.5,No
1868,Engineering,34,87758,5,47.8,82.1,Yes
1869,IT,30,67125,11,39.5,69.6,No
1870,Customer Support,35,55746,17,45.4,79.1,Yes
1871,Human Resources,53,56490,0,40.7,76.3,No
1872,Engineering,46,107723,7,41.1,88.4,Yes
1873,Finance,46,92650,4,42.0,56.9,No
1874,Human Resources,23,58446,6,44.0,73.5,No
1875,Sales,26,81426,13,44.5,84.5,Yes
1876,Engineering,22,81375,12,42.2,100.0,Yes
1877,Operations,29,56109,11,45.2,65.0,Yes
1878,Operations,47,99931,5,38.6,47.5,No
1879,Sales,43,67193,5,45.4,78.7,Yes
1880,Engineering,35,71841,7,41.8,94.4,Yes
1881,Engineering,37,92621,11,43.8,84.6,Yes
1882,Operations,31,81624,6,48.0,67.8,Yes
1883,Sales,40,81450,5,44.1,81.7,Yes
1884,Sales,45,87526,10,47.0,89.0,Yes
1885,Operations,22,40753,3,38.6,56.8,Yes
1886,Engineering,40,111905,8,50.0,64.2,No
1887,Operations,47,88009,6,50.2,53.0,Yes
1888,Engineering,33,98639,5,40.7,61.6,Yes
1889,Sales,45,81505,13,45.4,96.4,Yes
1890,Engineering,65,118901,5,33.3,88.5,Yes
1891,Operations,36,53198,14,46.7,95.5,No
1892,IT,41,97055,5,38.1,87.1,No
1893,IT,30,67873,9,34.5,83.3,Yes
1894,Human Resources,39,51132,7,41.4,80.5,Yes
1895,Operations,42,67424,11,40.4,84.9,Yes
1896,Engineering,39,89512,7,37.9,65.7,Yes
1897,Engineering,27,73360,7,45.1,78.6,No
1898,IT,40,101111,10,47.5,100.0,Yes
1899,Sales,52,99566,16,46.1,93.7,Yes
1900,Sales,42,82665,7,50.0,80.4,Yes
1901,Engineering,47,110759,8,40.6,84.3,Yes
1902,Sales,35,66399,10,47.4,100.0,Yes
1903,Engineering,45,106658,3,43.0,52.2,No
1904,Finance,40,93055,2,44.8,61.5,No
1905,Human Resources,28,40431,6,36.2,71.6,No
1906,IT,41,110165,1,31.3,60.0,No
1907,IT,28,67947,7,46.6,99.1,No
1908,Engineering,31,86556,12,41.0,88.8,Yes
1909,Engineering,39,113472,5,34.5,90.7,No
1910,Human Resources,40,71747,8,39.9,81.8,No
1911,Finance,26,73174,3,44.5,89.5,Yes
1912,Engineering,48,103262,6,42.2,72.2,Yes
1913,Finance,43,108387,5,44.1,91.4,Yes
1914,Human Resources,30,59465,2,40.4,62.4,No
1915,Finance,22,61329,4,41.7,79.4,Yes
1916,Marketing,36,63943,7,41.7,71.3,No
1917,Engineering,33,60782,7,41.4,89.0,Yes
1918,Customer Support,39,60005,11,38.8,83.3,Yes
1919,Operations,34,63206,8,45.6,79.8,No
1920,Sales,22,73034,9,47.3,86.7,Yes
1921,IT,34,91053,9,39.0,95.0,Yes
1922,Marketing,34,84489,3,43.7,77.4,Yes
1923,IT,44,89449,5,42.8,85.0,Yes
1924,Operations,31,71414,9,48.9,78.5,Yes
1925,Human Resources,54,69602,2,40.8,86.3,No
1926,Sales,22,69678,8,49.0,61.4,No
1927,Engineering,51,88586,10,33.1,58.5,No
1928,Marketing,35,74021,9,36.8,68.0,No
1929,Finance,46,69386,10,47.5,84.9,Yes
1930,Engineering,38,91385,4,43.3,75.4,No
1931,Sales,49,101061,8,40.8,100.0,Yes
1932,IT,34,79648,9,41.7,83.0,Yes
1933,Customer Support,27,40815,10,42.3,70.9,No
1934,Marketing,52,101647,8,36.1,94.0,Yes
1935,Engineering,36,90966,9,43.1,76.9,No
1936,Engineering,40,90803,6,50.8,100.0,Yes
1937,Sales,50,96603,7,41.8,89.3,Yes
1938,IT,27,107383,7,37.4,72.6,No
1939,Sales,43,102757,9,35.2,77.9,Yes
1940,Finance,32,94655,10,41.5,64.6,No
1941,Engineering,36,98436,7,45.7,62.1,Yes
1942,Finance,38,90607,2,40.9,68.5,Yes
1943,Operations,22,33310,6,54.4,86.1,Yes
1944,IT,30,72750,8,54.6,100.0,Yes
1945,Engineering,51,105225,10,49.2,100.0,Yes
1946,Sales,46,65551,9,42.1,77.5,No
1947,Sales,37,66441,5,46.2,75.8,No
1948,IT,40,66421,13,38.7,91.0,No
1949,IT,35,87245,4,38.4,62.8,No
1950,Finance,51,118232,5,44.4,64.9,No
1951,Finance,35,98528,7,38.8,78.5,No
1952,Operations,40,74355,10,36.4,78.7,Yes
1953,Engineering,49,94617,4,36.4,86.3,Yes
1954,IT,30,57525,4,42.1,94.3,Yes
1955,Human Resources,53,55014,4,47.6,75.4,No
1956,Human Resources,22,37891,9,43.8,68.8,No
1957,Marketing,54,80080,8,40.6,60.7,No
1958,Sales,34,74959,8,48.0,75.1,No
1959,Engineering,35,77156,2,41.7,56.4,No
1960,Operations,22,54644,16,48.3,56.0,No
1961,Sales,33,72966,8,48.0,82.1,No
1962,Finance,27,74217,4,33.4,69.3,No
1963,Engineering,31,100006,7,39.4,83.8,Yes
1964,Human Resources,36,48884,8,42.7,73.5,No
1965,Engineering,47,114570,5,45.3,64.2,No
1966,Human Resources,40,62867,6,38.1,73.6,No
1967,Operations,41,67448,7,35.4,63.4,No
1968,Engineering,27,90396,8,42.8,68.4,No
1969,Finance,29,86813,6,36.9,100.0,Yes
1970,Marketing,55,80225,7,37.7,84.5,No
1971,Operations,30,58360,14,49.6,72.2,No
1972,Customer Support,54,74411,11,36.2,83.4,Yes
1973,Operations,35,62338,7,41.2,54.1,No
1974,Engineering,38,103554,4,41.5,75.6,No
1975,Sales,48,97547,6,48.6,77.7,Yes
1976,Engineering,50,142787,8,41.0,81.1,No
1977,Finance,36,66105,4,48.9,73.7,Yes
1978,Sales,34,75389,11,41.3,100.0,Yes
1979,Marketing,37,63656,8,36.8,95.6,Yes
1980,Finance,41,100663,6,44.9,73.6,No
1981,Engineering,46,80589,8,39.2,55.4,No
1982,Operations,38,71532,4,45.9,34.2,No
1983,Sales,44,80407,15,54.2,73.5,Yes
1984,Sales,54,89699,13,39.9,100.0,Yes
1985,Operations,41,55594,13,45.3,93.5,Yes
1986,Marketing,41,72651,6,44.7,69.2,Yes
1987,Operations,22,60459,6,41.4,75.1,No
1988,Marketing,22,56983,9,41.1,72.0,No
1989,Engineering,41,108758,2,32.8,68.7,No
1990,IT,37,113035,6,41.0,82.4,Yes
1991,Operations,32,64452,13,40.0,85.6,Yes
1992,Operations,40,64132,14,40.1,87.6,Yes
1993,Engineering,37,100374,8,41.2,87.7,Yes
1994,Finance,49,94315,4,41.2,74.6,No
1995,Human Resources,38,56569,2,35.0,53.7,No
1996,Sales,30,55585,10,51.3,60.5,No
1997,IT,47,118392,7,41.6,70.1,Yes
1998,Sales,35,73483,3,46.6,100.0,Yes
1999,Customer Support,43,63744,15,35.7,91.5,Yes
2000,Marketing,33,58531,4,40.8,78.1,No
2001,Engineering,31,90984,11,33.7,94.3,Yes
2002,Marketing,38,66251,8,36.6,76.7,No
2003,IT,38,89848,5,47.0,93.1,Yes
2004,Operations,42,81480,9,46.5,77.3,No
2005,IT,35,98158,9,39.1,86.8,Yes
2006,Operations,22,51828,6,45.6,82.4,Yes
2007,Operations,33,46291,11,37.0,65.7,No
2008,IT,45,146703,6,39.4,89.6,Yes
2009,Engineering,35,114830,1,42.0,79.2,No
2010,Marketing,35,79250,4,44.2,62.9,No
2011,Engineering,47,95620,5,38.8,83.5,Yes
2012,Customer Support,30,50131,9,38.2,89.2,Yes
2013,Customer Support,22,40597,12,37.0,83.7,Yes
2014,Sales,36,94214,14,46.5,88.8,Yes
2015,Operations,33,65480,5,44.9,77.8,Yes
2016,Customer Support,28,43501,14,37.8,73.7,No
2017,Engineering,36,85875,9,43.4,79.0,Yes
2018,Finance,42,109341,5,40.6,67.4,No
2019,IT,37,112159,7,38.9,95.5,Yes
2020,Sales,41,104732,8,38.7,86.5,No
2021,Operations,56,95765,10,46.8,91.6,Yes
2022,Engineering,34,86204,6,41.5,83.9,No
2023,Customer Support,40,30569,8,33.7,100.0,Yes
2024,Customer Support,32,55049,15,34.8,71.1,Yes
2025,Customer Support,29,50136,6,44.6,91.3,Yes
2026,Marketing,32,69632,12,40.0,69.9,Yes
2027,IT,33,85737,7,42.7,82.1,Yes
2028,IT,41,76781,3,39.0,71.7,No
2029,Engineering,61,138052,8,37.4,77.6,No
2030,IT,30,88681,7,41.2,88.8,Yes
2031,Sales,33,83337,12,49.4,100.0,Yes
2032,Finance,37,99467,3,48.9,81.5,No
2033,Engineering,41,108406,11,47.4,91.3,Yes
2034,Sales,40,78833,13,47.6,85.3,Yes
2035,Sales,50,94979,9,47.3,100.0,Yes
2036,Operations,22,52710,12,40.4,53.7,No
2037,Engineering,22,73976,7,42.3,100.0,Yes
2038,Operations,33,72433,9,48.0,84.7,Yes
2039,Sales,48,102637,9,50.7,100.0,Yes
2040,Engineering,22,95484,9,41.7,93.1,Yes
2041,Marketing,22,76131,5,39.3,61.4,No
2042,Operations,43,73872,5,40.3,86.6,Yes
2043,Engineering,40,41601,6,42.0,76.1,Yes
2044,Finance,27,87847,6,47.7,100.0,Yes
2045,IT,28,71953,6,39.0,67.8,Yes
2046,Finance,28,66335,2,45.7,100.0,Yes
2047,Engineering,39,90826,10,46.7,89.5,Yes
2048,Sales,31,68295,10,43.4,93.0,Yes
2049,IT,42,106126,5,40.3,97.8,Yes
2050,Sales,22,47803,7,50.1,75.2,No
2051,IT,29,66773,4,42.5,75.9,Yes
2052,Marketing,26,64770,11,47.5,100.0,Yes
2053,Customer Support,35,60412,6,38.2,41.9,No
2054,Operations,32,67966,9,48.7,82.7,Yes
2055,Customer Support,45,56223,9,33.4,89.6,Yes
2056,Human Resources,22,39932,5,43.2,82.4,Yes
2057,Operations,38,62832,7,42.5,69.6,Yes
2058,Human Resources,43,68063,5,34.9,67.8,Yes
2059,Marketing,56,115678,2,39.2,79.0,No
2060,Finance,33,56747,8,42.5,70.1,Yes
2061,IT,41,92676,9,43.3,87.6,Yes
2062,Customer Support,22,35364,13,37.6,71.9,Yes
2063,Operations,22,39112,9,36.5,70.1,No
2064,Human Resources,46,78320,7,38.7,61.6,No
2065,Human Resources,37,65226,3,40.0,75.2,No
2066,Operations,49,84325,14,46.6,67.5,No
2067,Engineering,24,86044,6,45.8,95.5,Yes
2068,Sales,43,81296,4,42.2,67.0,No
2069,Human Resources,56,72377,7,37.1,100.0,No
2070,Engineering,42,133848,0,38.8,60.8,No
2071,Engineering,40,94375,4,38.1,82.9,Yes
2072,Engineering,38,105697,3,35.5,90.9,Yes
2073,Sales,22,62459,9,46.9,60.7,Yes
2074,Sales,51,70252,11,55.5,66.2,Yes
2075,Customer Support,31,35947,8,41.5,74.8,No
2076,Human Resources,43,59994,3,43.9,79.3,Yes
2077,Human Resources,22,54213,2,41.8,61.1,No
2078,Operations,26,62621,13,38.6,78.7,No
2079,Engineering,52,130540,4,40.8,97.6,Yes
2080,Customer Support,34,46345,10,40.8,67.1,No
2081,Operations,52,101875,5,38.9,93.3,Yes
2082,Sales,37,68763,15,43.1,82.3,Yes
